"Notes"	"States"	"States Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2020"	"2020"	122783
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2016"	"2016"	120679
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2017"	"2017"	120099
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2018"	"2018"	119089
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2019"	"2019"	117359
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2020"	"2020"	116023
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2016"	"2016"	131826
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2017"	"2017"	125876
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2018"	"2018"	121298
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2019"	"2019"	118106
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2020"	"2020"	116926
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2016"	"2016"	141378
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2017"	"2017"	140468
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2018"	"2018"	138986
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2019"	"2019"	137328
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2020"	"2020"	133752
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2016"	"2016"	132321
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2017"	"2017"	133961
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2018"	"2018"	134730
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2019"	"2019"	135158
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2020"	"2020"	136160
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2016"	"2016"	119535
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2017"	"2017"	119975
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2018"	"2018"	121421
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2019"	"2019"	123206
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2020"	"2020"	124988
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2016"	"2016"	83124
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2017"	"2017"	90636
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2018"	"2018"	95813
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2019"	"2019"	101432
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2020"	"2020"	106758
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2016"	"2016"	58778
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2017"	"2017"	61194
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2018"	"2018"	64840
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2019"	"2019"	67633
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2020"	"2020"	70745
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2016"	"2016"	40152
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2017"	"2017"	41006
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2018"	"2018"	42396
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2019"	"2019"	44128
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2020"	"2020"	45121
	"New Mexico"	"35"	"85+ years"	"85+"	"2016"	"2016"	38763
	"New Mexico"	"35"	"85+ years"	"85+"	"2017"	"2017"	39851
	"New Mexico"	"35"	"85+ years"	"85+"	"2018"	"2018"	40756
	"New Mexico"	"35"	"85+ years"	"85+"	"2019"	"2019"	41392
	"New Mexico"	"35"	"85+ years"	"85+"	"2020"	"2020"	42299
	"New York"	"36"	"< 1 year"	"1"	"2016"	"2016"	237148
	"New York"	"36"	"< 1 year"	"1"	"2017"	"2017"	232327
	"New York"	"36"	"< 1 year"	"1"	"2018"	"2018"	230412
	"New York"	"36"	"< 1 year"	"1"	"2019"	"2019"	224393
	"New York"	"36"	"< 1 year"	"1"	"2020"	"2020"	220972
	"New York"	"36"	"1-4 years"	"1-4"	"2016"	"2016"	931989
	"New York"	"36"	"1-4 years"	"1-4"	"2017"	"2017"	924320
	"New York"	"36"	"1-4 years"	"1-4"	"2018"	"2018"	914079
	"New York"	"36"	"1-4 years"	"1-4"	"2019"	"2019"	905144
	"New York"	"36"	"1-4 years"	"1-4"	"2020"	"2020"	887353
	"New York"	"36"	"5-9 years"	"5-9"	"2016"	"2016"	1130206
	"New York"	"36"	"5-9 years"	"5-9"	"2017"	"2017"	1125614
	"New York"	"36"	"5-9 years"	"5-9"	"2018"	"2018"	1121194
	"New York"	"36"	"5-9 years"	"5-9"	"2019"	"2019"	1119219
	"New York"	"36"	"5-9 years"	"5-9"	"2020"	"2020"	1114413
	"New York"	"36"	"10-14 years"	"10-14"	"2016"	"2016"	1137811
	"New York"	"36"	"10-14 years"	"10-14"	"2017"	"2017"	1128874
	"New York"	"36"	"10-14 years"	"10-14"	"2018"	"2018"	1118063
	"New York"	"36"	"10-14 years"	"10-14"	"2019"	"2019"	1100706
	"New York"	"36"	"10-14 years"	"10-14"	"2020"	"2020"	1090249
	"New York"	"36"	"15-19 years"	"15-19"	"2016"	"2016"	1218906
	"New York"	"36"	"15-19 years"	"15-19"	"2017"	"2017"	1201826
	"New York"	"36"	"15-19 years"	"15-19"	"2018"	"2018"	1187736
	"New York"	"36"	"15-19 years"	"15-19"	"2019"	"2019"	1173331
	"New York"	"36"	"15-19 years"	"15-19"	"2020"	"2020"	1153680
	"New York"	"36"	"20-24 years"	"20-24"	"2016"	"2016"	1357953
	"New York"	"36"	"20-24 years"	"20-24"	"2017"	"2017"	1328467
	"New York"	"36"	"20-24 years"	"20-24"	"2018"	"2018"	1298331
	"New York"	"36"	"20-24 years"	"20-24"	"2019"	"2019"	1268137
	"New York"	"36"	"20-24 years"	"20-24"	"2020"	"2020"	1243572
	"New York"	"36"	"25-29 years"	"25-29"	"2016"	"2016"	1495248
	"New York"	"36"	"25-29 years"	"25-29"	"2017"	"2017"	1492674
	"New York"	"36"	"25-29 years"	"25-29"	"2018"	"2018"	1484168
	"New York"	"36"	"25-29 years"	"25-29"	"2019"	"2019"	1466705
	"New York"	"36"	"25-29 years"	"25-29"	"2020"	"2020"	1427987
	"New York"	"36"	"30-34 years"	"30-34"	"2016"	"2016"	1378674
	"New York"	"36"	"30-34 years"	"30-34"	"2017"	"2017"	1383842
	"New York"	"36"	"30-34 years"	"30-34"	"2018"	"2018"	1392439
	"New York"	"36"	"30-34 years"	"30-34"	"2019"	"2019"	1403212
	"New York"	"36"	"30-34 years"	"30-34"	"2020"	"2020"	1409561
	"New York"	"36"	"35-39 years"	"35-39"	"2016"	"2016"	1254160
	"New York"	"36"	"35-39 years"	"35-39"	"2017"	"2017"	1263543
	"New York"	"36"	"35-39 years"	"35-39"	"2018"	"2018"	1272129
	"New York"	"36"	"35-39 years"	"35-39"	"2019"	"2019"	1272689
	"New York"	"36"	"35-39 years"	"35-39"	"2020"	"2020"	1268344
	"New York"	"36"	"40-44 years"	"40-44"	"2016"	"2016"	1176233
	"New York"	"36"	"40-44 years"	"40-44"	"2017"	"2017"	1160115
	"New York"	"36"	"40-44 years"	"40-44"	"2018"	"2018"	1156034
	"New York"	"36"	"40-44 years"	"40-44"	"2019"	"2019"	1158240
	"New York"	"36"	"40-44 years"	"40-44"	"2020"	"2020"	1162869
	"New York"	"36"	"45-49 years"	"45-49"	"2016"	"2016"	1301452
	"New York"	"36"	"45-49 years"	"45-49"	"2017"	"2017"	1274108
	"New York"	"36"	"45-49 years"	"45-49"	"2018"	"2018"	1238232
	"New York"	"36"	"45-49 years"	"45-49"	"2019"	"2019"	1196859
	"New York"	"36"	"45-49 years"	"45-49"	"2020"	"2020"	1152921
	"New York"	"36"	"50-54 years"	"50-54"	"2016"	"2016"	1383621
	"New York"	"36"	"50-54 years"	"50-54"	"2017"	"2017"	1351357
	"New York"	"36"	"50-54 years"	"50-54"	"2018"	"2018"	1313332
	"New York"	"36"	"50-54 years"	"50-54"	"2019"	"2019"	1275165
	"New York"	"36"	"50-54 years"	"50-54"	"2020"	"2020"	1250590
	"New York"	"36"	"55-59 years"	"55-59"	"2016"	"2016"	1371024
	"New York"	"36"	"55-59 years"	"55-59"	"2017"	"2017"	1364642
	"New York"	"36"	"55-59 years"	"55-59"	"2018"	"2018"	1357999
	"New York"	"36"	"55-59 years"	"55-59"	"2019"	"2019"	1349292
	"New York"	"36"	"55-59 years"	"55-59"	"2020"	"2020"	1326609
	"New York"	"36"	"60-64 years "	"60-64"	"2016"	"2016"	1188964
	"New York"	"36"	"60-64 years "	"60-64"	"2017"	"2017"	1213959
	"New York"	"36"	"60-64 years "	"60-64"	"2018"	"2018"	1235223
	"New York"	"36"	"60-64 years "	"60-64"	"2019"	"2019"	1248924
	"New York"	"36"	"60-64 years "	"60-64"	"2020"	"2020"	1258087
	"New York"	"36"	"65-69 years"	"65-69"	"2016"	"2016"	1015763
	"New York"	"36"	"65-69 years"	"65-69"	"2017"	"2017"	1010757
	"New York"	"36"	"65-69 years"	"65-69"	"2018"	"2018"	1019842
	"New York"	"36"	"65-69 years"	"65-69"	"2019"	"2019"	1034161
	"New York"	"36"	"65-69 years"	"65-69"	"2020"	"2020"	1050113
	"New York"	"36"	"70-74 years"	"70-74"	"2016"	"2016"	711469
	"New York"	"36"	"70-74 years"	"70-74"	"2017"	"2017"	764860
	"New York"	"36"	"70-74 years"	"70-74"	"2018"	"2018"	794555
	"New York"	"36"	"70-74 years"	"70-74"	"2019"	"2019"	829489
	"New York"	"36"	"70-74 years"	"70-74"	"2020"	"2020"	862609
	"New York"	"36"	"75-79 years"	"75-79"	"2016"	"2016"	517307
	"New York"	"36"	"75-79 years"	"75-79"	"2017"	"2017"	535142
	"New York"	"36"	"75-79 years"	"75-79"	"2018"	"2018"	561507
	"New York"	"36"	"75-79 years"	"75-79"	"2019"	"2019"	578496
	"New York"	"36"	"75-79 years"	"75-79"	"2020"	"2020"	592543
	"New York"	"36"	"80-84 years"	"80-84"	"2016"	"2016"	378507
	"New York"	"36"	"80-84 years"	"80-84"	"2017"	"2017"	382436
	"New York"	"36"	"80-84 years"	"80-84"	"2018"	"2018"	390448
	"New York"	"36"	"80-84 years"	"80-84"	"2019"	"2019"	398643
	"New York"	"36"	"80-84 years"	"80-84"	"2020"	"2020"	403785
	"New York"	"36"	"85+ years"	"85+"	"2016"	"2016"	449956
	"New York"	"36"	"85+ years"	"85+"	"2017"	"2017"	454986
	"New York"	"36"	"85+ years"	"85+"	"2018"	"2018"	458375
	"New York"	"36"	"85+ years"	"85+"	"2019"	"2019"	460326
	"New York"	"36"	"85+ years"	"85+"	"2020"	"2020"	460519
	"Oregon"	"41"	"< 1 year"	"1"	"2016"	"2016"	45744
	"Oregon"	"41"	"< 1 year"	"1"	"2017"	"2017"	44622
	"Oregon"	"41"	"< 1 year"	"1"	"2018"	"2018"	42892
	"Oregon"	"41"	"< 1 year"	"1"	"2019"	"2019"	42152
	"Oregon"	"41"	"< 1 year"	"1"	"2020"	"2020"	42018
	"Oregon"	"41"	"1-4 years"	"1-4"	"2016"	"2016"	188295
	"Oregon"	"41"	"1-4 years"	"1-4"	"2017"	"2017"	189119
	"Oregon"	"41"	"1-4 years"	"1-4"	"2018"	"2018"	187482
	"Oregon"	"41"	"1-4 years"	"1-4"	"2019"	"2019"	183797
	"Oregon"	"41"	"1-4 years"	"1-4"	"2020"	"2020"	179028
	"Oregon"	"41"	"5-9 years"	"5-9"	"2016"	"2016"	244687
	"Oregon"	"41"	"5-9 years"	"5-9"	"2017"	"2017"	244087
	"Oregon"	"41"	"5-9 years"	"5-9"	"2018"	"2018"	242518
	"Oregon"	"41"	"5-9 years"	"5-9"	"2019"	"2019"	242538
	"Oregon"	"41"	"5-9 years"	"5-9"	"2020"	"2020"	241871
	"Oregon"	"41"	"10-14 years"	"10-14"	"2016"	"2016"	242799
	"Oregon"	"41"	"10-14 years"	"10-14"	"2017"	"2017"	246410
	"Oregon"	"41"	"10-14 years"	"10-14"	"2018"	"2018"	248809
	"Oregon"	"41"	"10-14 years"	"10-14"	"2019"	"2019"	249098
	"Oregon"	"41"	"10-14 years"	"10-14"	"2020"	"2020"	249649
	"Oregon"	"41"	"15-19 years"	"15-19"	"2016"	"2016"	247059
	"Oregon"	"41"	"15-19 years"	"15-19"	"2017"	"2017"	246880
	"Oregon"	"41"	"15-19 years"	"15-19"	"2018"	"2018"	246417
	"Oregon"	"41"	"15-19 years"	"15-19"	"2019"	"2019"	246193
	"Oregon"	"41"	"15-19 years"	"15-19"	"2020"	"2020"	244980
	"Oregon"	"41"	"20-24 years"	"20-24"	"2016"	"2016"	266564
	"Oregon"	"41"	"20-24 years"	"20-24"	"2017"	"2017"	265725
	"Oregon"	"41"	"20-24 years"	"20-24"	"2018"	"2018"	265245
	"Oregon"	"41"	"20-24 years"	"20-24"	"2019"	"2019"	264043
	"Oregon"	"41"	"20-24 years"	"20-24"	"2020"	"2020"	263425
	"Oregon"	"41"	"25-29 years"	"25-29"	"2016"	"2016"	289948
	"Oregon"	"41"	"25-29 years"	"25-29"	"2017"	"2017"	299319
	"Oregon"	"41"	"25-29 years"	"25-29"	"2018"	"2018"	303743
	"Oregon"	"41"	"25-29 years"	"25-29"	"2019"	"2019"	305173
	"Oregon"	"41"	"25-29 years"	"25-29"	"2020"	"2020"	301585
	"Oregon"	"41"	"30-34 years"	"30-34"	"2016"	"2016"	288794
	"Oregon"	"41"	"30-34 years"	"30-34"	"2017"	"2017"	291797
	"Oregon"	"41"	"30-34 years"	"30-34"	"2018"	"2018"	294573
	"Oregon"	"41"	"30-34 years"	"30-34"	"2019"	"2019"	300317
	"Oregon"	"41"	"30-34 years"	"30-34"	"2020"	"2020"	306634
	"Oregon"	"41"	"35-39 years"	"35-39"	"2016"	"2016"	279755
	"Oregon"	"41"	"35-39 years"	"35-39"	"2017"	"2017"	288405
	"Oregon"	"41"	"35-39 years"	"35-39"	"2018"	"2018"	294255
	"Oregon"	"41"	"35-39 years"	"35-39"	"2019"	"2019"	298058
	"Oregon"	"41"	"35-39 years"	"35-39"	"2020"	"2020"	299852
	"Oregon"	"41"	"40-44 years"	"40-44"	"2016"	"2016"	255153
	"Oregon"	"41"	"40-44 years"	"40-44"	"2017"	"2017"	259499
	"Oregon"	"41"	"40-44 years"	"40-44"	"2018"	"2018"	264912
	"Oregon"	"41"	"40-44 years"	"40-44"	"2019"	"2019"	271047
	"Oregon"	"41"	"40-44 years"	"40-44"	"2020"	"2020"	278687
	"Oregon"	"41"	"45-49 years"	"45-49"	"2016"	"2016"	258923
	"Oregon"	"41"	"45-49 years"	"45-49"	"2017"	"2017"	262788
	"Oregon"	"41"	"45-49 years"	"45-49"	"2018"	"2018"	263908
	"Oregon"	"41"	"45-49 years"	"45-49"	"2019"	"2019"	261861
	"Oregon"	"41"	"45-49 years"	"45-49"	"2020"	"2020"	259294
	"Oregon"	"41"	"50-54 years"	"50-54"	"2016"	"2016"	256254
	"Oregon"	"41"	"50-54 years"	"50-54"	"2017"	"2017"	251805
	"Oregon"	"41"	"50-54 years"	"50-54"	"2018"	"2018"	247914
	"Oregon"	"41"	"50-54 years"	"50-54"	"2019"	"2019"	248361
	"Oregon"	"41"	"50-54 years"	"50-54"	"2020"	"2020"	252733
	"Oregon"	"41"	"55-59 years"	"55-59"	"2016"	"2016"	274534
	"Oregon"	"41"	"55-59 years"	"55-59"	"2017"	"2017"	272399
	"Oregon"	"41"	"55-59 years"	"55-59"	"2018"	"2018"	269780
	"Oregon"	"41"	"55-59 years"	"55-59"	"2019"	"2019"	266650
	"Oregon"	"41"	"55-59 years"	"55-59"	"2020"	"2020"	261028
	"Oregon"	"41"	"60-64 years "	"60-64"	"2016"	"2016"	272995
	"Oregon"	"41"	"60-64 years "	"60-64"	"2017"	"2017"	275547
	"Oregon"	"41"	"60-64 years "	"60-64"	"2018"	"2018"	274596
	"Oregon"	"41"	"60-64 years "	"60-64"	"2019"	"2019"	272434
	"Oregon"	"41"	"60-64 years "	"60-64"	"2020"	"2020"	271196
	"Oregon"	"41"	"65-69 years"	"65-69"	"2016"	"2016"	246068
	"Oregon"	"41"	"65-69 years"	"65-69"	"2017"	"2017"	247490
	"Oregon"	"41"	"65-69 years"	"65-69"	"2018"	"2018"	252652
	"Oregon"	"41"	"65-69 years"	"65-69"	"2019"	"2019"	257876
	"Oregon"	"41"	"65-69 years"	"65-69"	"2020"	"2020"	261600
	"Oregon"	"41"	"70-74 years"	"70-74"	"2016"	"2016"	166612
	"Oregon"	"41"	"70-74 years"	"70-74"	"2017"	"2017"	184320
	"Oregon"	"41"	"70-74 years"	"70-74"	"2018"	"2018"	194307
	"Oregon"	"41"	"70-74 years"	"70-74"	"2019"	"2019"	205485
	"Oregon"	"41"	"70-74 years"	"70-74"	"2020"	"2020"	216952
	"Oregon"	"41"	"75-79 years"	"75-79"	"2016"	"2016"	111712
	"Oregon"	"41"	"75-79 years"	"75-79"	"2017"	"2017"	117936
	"Oregon"	"41"	"75-79 years"	"75-79"	"2018"	"2018"	127220
	"Oregon"	"41"	"75-79 years"	"75-79"	"2019"	"2019"	134926
	"Oregon"	"41"	"75-79 years"	"75-79"	"2020"	"2020"	141422
	"Oregon"	"41"	"80-84 years"	"80-84"	"2016"	"2016"	73541
	"Oregon"	"41"	"80-84 years"	"80-84"	"2017"	"2017"	75347
	"Oregon"	"41"	"80-84 years"	"80-84"	"2018"	"2018"	78133
	"Oregon"	"41"	"80-84 years"	"80-84"	"2019"	"2019"	81616
	"Oregon"	"41"	"80-84 years"	"80-84"	"2020"	"2020"	85056
	"Oregon"	"41"	"85+ years"	"85+"	"2016"	"2016"	83834
	"Oregon"	"41"	"85+ years"	"85+"	"2017"	"2017"	83799
	"Oregon"	"41"	"85+ years"	"85+"	"2018"	"2018"	84182
	"Oregon"	"41"	"85+ years"	"85+"	"2019"	"2019"	84491
	"Oregon"	"41"	"85+ years"	"85+"	"2020"	"2020"	84497
	"Tennessee"	"47"	"< 1 year"	"1"	"2016"	"2016"	80909
	"Tennessee"	"47"	"< 1 year"	"1"	"2017"	"2017"	79781
	"Tennessee"	"47"	"< 1 year"	"1"	"2018"	"2018"	81039
	"Tennessee"	"47"	"< 1 year"	"1"	"2019"	"2019"	80041
	"Tennessee"	"47"	"< 1 year"	"1"	"2020"	"2020"	79891
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2016"	"2016"	325202
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2017"	"2017"	327491
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2018"	"2018"	328123
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2019"	"2019"	328842
	"Tennessee"	"47"	"1-4 years"	"1-4"	"2020"	"2020"	327507
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2016"	"2016"	416192
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2017"	"2017"	415010
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2018"	"2018"	413019
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2019"	"2019"	413520
	"Tennessee"	"47"	"5-9 years"	"5-9"	"2020"	"2020"	416196
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2016"	"2016"	421726
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2017"	"2017"	426061
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2018"	"2018"	430857
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2019"	"2019"	431661
	"Tennessee"	"47"	"10-14 years"	"10-14"	"2020"	"2020"	431394
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2016"	"2016"	423129
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2017"	"2017"	425105
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2018"	"2018"	425729
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2019"	"2019"	424541
	"Tennessee"	"47"	"15-19 years"	"15-19"	"2020"	"2020"	422864
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2016"	"2016"	451401
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2017"	"2017"	447146
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2018"	"2018"	446818
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2019"	"2019"	444995
	"Tennessee"	"47"	"20-24 years"	"20-24"	"2020"	"2020"	447159
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2016"	"2016"	468191
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2017"	"2017"	484327
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2018"	"2018"	494243
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2019"	"2019"	497483
	"Tennessee"	"47"	"25-29 years"	"25-29"	"2020"	"2020"	495123
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2016"	"2016"	429721
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2017"	"2017"	433762
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2018"	"2018"	440694
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2019"	"2019"	452520
	"Tennessee"	"47"	"30-34 years"	"30-34"	"2020"	"2020"	466816
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2016"	"2016"	420480
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2017"	"2017"	427280
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2018"	"2018"	433430
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2019"	"2019"	435283
	"Tennessee"	"47"	"35-39 years"	"35-39"	"2020"	"2020"	435747
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2016"	"2016"	410349
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2017"	"2017"	406966
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2018"	"2018"	408011
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2019"	"2019"	412383
	"Tennessee"	"47"	"40-44 years"	"40-44"	"2020"	"2020"	419215
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2016"	"2016"	438605
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2017"	"2017"	442621
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2018"	"2018"	443082
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2019"	"2019"	437949
	"Tennessee"	"47"	"45-49 years"	"45-49"	"2020"	"2020"	429098
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2016"	"2016"	455490
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2017"	"2017"	448444
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2018"	"2018"	440106
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2019"	"2019"	433176
	"Tennessee"	"47"	"50-54 years"	"50-54"	"2020"	"2020"	434689
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2016"	"2016"	453623
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2017"	"2017"	454035
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2018"	"2018"	456148
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2019"	"2019"	459940
	"Tennessee"	"47"	"55-59 years"	"55-59"	"2020"	"2020"	459688
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2016"	"2016"	411551
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2017"	"2017"	421578
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2018"	"2018"	429339
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2019"	"2019"	434110
	"Tennessee"	"47"	"60-64 years "	"60-64"	"2020"	"2020"	440904
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2016"	"2016"	367530
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2017"	"2017"	363387
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2018"	"2018"	366224
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2019"	"2019"	373554
	"Tennessee"	"47"	"65-69 years"	"65-69"	"2020"	"2020"	383966
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2016"	"2016"	259048
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2017"	"2017"	281489
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2018"	"2018"	294248
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2019"	"2019"	308071
	"Tennessee"	"47"	"70-74 years"	"70-74"	"2020"	"2020"	320904
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2016"	"2016"	180898
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2017"	"2017"	189168
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2018"	"2018"	200671
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2019"	"2019"	209305
	"Tennessee"	"47"	"75-79 years"	"75-79"	"2020"	"2020"	216659
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2016"	"2016"	120959
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2017"	"2017"	122482
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2018"	"2018"	126093
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2019"	"2019"	130964
	"Tennessee"	"47"	"80-84 years"	"80-84"	"2020"	"2020"	135093
	"Tennessee"	"47"	"85+ years"	"85+"	"2016"	"2016"	116273
	"Tennessee"	"47"	"85+ years"	"85+"	"2017"	"2017"	118615
	"Tennessee"	"47"	"85+ years"	"85+"	"2018"	"2018"	120306
	"Tennessee"	"47"	"85+ years"	"85+"	"2019"	"2019"	121987
	"Tennessee"	"47"	"85+ years"	"85+"	"2020"	"2020"	123921
	"Utah"	"49"	"< 1 year"	"1"	"2016"	"2016"	50677
	"Utah"	"49"	"< 1 year"	"1"	"2017"	"2017"	49336
	"Utah"	"49"	"< 1 year"	"1"	"2018"	"2018"	47409
	"Utah"	"49"	"< 1 year"	"1"	"2019"	"2019"	47397
	"Utah"	"49"	"< 1 year"	"1"	"2020"	"2020"	47431
	"Utah"	"49"	"1-4 years"	"1-4"	"2016"	"2016"	202948
	"Utah"	"49"	"1-4 years"	"1-4"	"2017"	"2017"	204377
	"Utah"	"49"	"1-4 years"	"1-4"	"2018"	"2018"	202077
	"Utah"	"49"	"1-4 years"	"1-4"	"2019"	"2019"	198174
	"Utah"	"49"	"1-4 years"	"1-4"	"2020"	"2020"	194302
	"Utah"	"49"	"5-9 years"	"5-9"	"2016"	"2016"	262316
	"Utah"	"49"	"5-9 years"	"5-9"	"2017"	"2017"	260529
	"Utah"	"49"	"5-9 years"	"5-9"	"2018"	"2018"	260083
	"Utah"	"49"	"5-9 years"	"5-9"	"2019"	"2019"	259417
	"Utah"	"49"	"5-9 years"	"5-9"	"2020"	"2020"	258247
	"Utah"	"49"	"10-14 years"	"10-14"	"2016"	"2016"	257474
	"Utah"	"49"	"10-14 years"	"10-14"	"2017"	"2017"	263107
	"Utah"	"49"	"10-14 years"	"10-14"	"2018"	"2018"	267112
	"Utah"	"49"	"10-14 years"	"10-14"	"2019"	"2019"	268386
	"Utah"	"49"	"10-14 years"	"10-14"	"2020"	"2020"	269625
	"Utah"	"49"	"15-19 years"	"15-19"	"2016"	"2016"	237168
	"Utah"	"49"	"15-19 years"	"15-19"	"2017"	"2017"	242948
	"Utah"	"49"	"15-19 years"	"15-19"	"2018"	"2018"	248676
	"Utah"	"49"	"15-19 years"	"15-19"	"2019"	"2019"	254050
	"Utah"	"49"	"15-19 years"	"15-19"	"2020"	"2020"	257119
	"Utah"	"49"	"20-24 years"	"20-24"	"2016"	"2016"	251794
	"Utah"	"49"	"20-24 years"	"20-24"	"2017"	"2017"	255008
	"Utah"	"49"	"20-24 years"	"20-24"	"2018"	"2018"	259519
